X_pos,Y_pos,Z_pos,X_pos_ref,Y_pos_ref,Z_pos_ref,X_vel,Y_vel,Z_vel,X_vel_ref,Y_vel_ref,Z_vel_ref,X_pos_err,X_pos_err_upper,X_pos_err_lower,Y_pos_err,Y_pos_err_upper,Y_pos_err_lower,Z_pos_err,Z_pos_err_upper,Z_pos_err_lower,X_vel_err,X_vel_err_upper,X_vel_err_lower,Y_vel_err,Y_vel_err_upper,Y_vel_err_lower,Z_vel_err,Z_vel_err_upper,Z_vel_err_lower
[-32.13632214],[-78.73859633],[18.873722],-35.575709136137874,-76.14810608719861,11.347475094006924,[2.9569588],[-5.55442537],[0.60420787],-1.322381174192459,-4.0856474447938576,-0.3898046436208842,[-7.09385407],24.416689631345704,-24.416689631345704,[7.82261729],24.416689631345704,-24.416689631345704,[-7.91915221],24.416689631345704,-24.416689631345704,[-4.68877073],4.304500215201022,-4.304500215201022,[1.63151096],,,[-2.09156629],,
[-32.06546562],[-78.84229262],[18.88820683],-35.60215675962172,-76.2298190360945,11.339679001134506,[3.54282612],[-5.18481451],[0.72424149],-1.322381174192459,-4.0856474447938576,-0.3898046436208842,[-7.18467993],24.479012455759097,-24.479012455759097,[7.86030298],24.479012455759097,-24.479012455759097,[-7.95566145],24.479012455759097,-24.479012455759097,[-4.54129282],4.309724133011956,-4.309724133011956,[1.88428437],,,[-1.82546232],,
[-31.99018498],[-78.94158604],[18.89866511],-35.62860438310557,-76.31153198499038,11.331882908262088,[3.76403209],[-4.96467102],[0.52291399],-1.322381174192459,-4.0856474447938576,-0.3898046436208842,[-7.27234416],24.541479377629926,-24.541479377629926,[7.90029623],24.541479377629926,-24.541479377629926,[-7.99021289],24.541479377629926,-24.541479377629926,[-4.38321159],4.314941726450735,-4.314941726450735,[1.99966267],,,[-1.7275716],,
[-31.91405757],[-79.03949376],[18.91569483],-35.655052006589415,-76.39324493388627,11.32408681538967,[3.80637038],[-4.895386],[0.85148595],-1.322381174192459,-4.0856474447938576,-0.3898046436208842,[-7.36677373],24.60409003100385,-24.60409003100385,[7.93928373],24.60409003100385,-24.60409003100385,[-8.01507688],24.60409003100385,-24.60409003100385,[-4.72147867],4.32015301843183,-4.32015301843183,[1.94937482],,,[-1.24319962],,
[-31.83770644],[-79.13994712],[18.92003161],-35.68149963007326,-76.47495788278215,11.316290722517252,[3.8175562],[-5.02266808],[0.21683878],-1.322381174192459,-4.0856474447938576,-0.3898046436208842,[-7.45811384],24.66684405112526,-24.66684405112526,[7.97957041],24.66684405112526,-24.66684405112526,[-8.03347173],24.66684405112526,-24.66684405112526,[-4.56700524],4.3253580317316676,-4.3253580317316676,[2.01433381],,,[-0.91974271],,
[-31.76898576],[-79.24476819],[18.91590342],-31.05537292682941,-71.87634536505784,13.168664312326095,[3.43603419],[-5.24105325],[-0.20640908],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-2.88867932],21.672711298350553,-21.672711298350553,[12.70257989],21.672711298350553,-21.672711298350553,[-6.20742062],21.672711298350553,-21.672711298350553,[-3.56474294],4.056493249880371,-4.056493249880371,[2.72998079],,,[-1.46913905],,
[-31.6989644],[-79.35121442],[18.90697389],-31.069975599484962,-71.94614271172593,13.165604010195821,[3.50106785],[-5.32231168],[-0.44647669],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-2.95116464],21.727979438909376,-21.727979438909376,[12.75977578],21.727979438909376,-21.727979438909376,[-6.24562683],21.727979438909376,-21.727979438909376,[-3.12426621],4.0620361256794615,-4.0620361256794615,[2.8597945],,,[-1.91031035],,
[-31.63119278],[-79.45708339],[18.89819684],-31.084578272140515,-72.01594005839401,13.162543708065547,[3.38858107],[-5.29344824],[-0.43885235],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-3.00121652],21.783409927825222,-21.783409927825222,[12.81904455],21.783409927825222,-21.783409927825222,[-6.28508667],21.783409927825222,-21.783409927825222,[-2.50259402],4.067571448213911,-4.067571448213911,[2.96343893],,,[-1.97299204],,
[-31.5719328],[-79.56746712],[18.89392434],-31.099180944796068,-72.08573740506209,13.159483405935273,[2.962999],[-5.5191865],[-0.21362536],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-3.03639569],21.839002353122027,-21.839002353122027,[12.88041033],21.839002353122027,-21.839002353122027,[-6.33301163],21.839002353122027,-21.839002353122027,[-1.75895828],4.07309924827827,-4.07309924827827,[3.06828887],,,[-2.39624809],,
[-31.51612947],[-79.67926384],[18.88615219],-31.11378361745162,-72.15553475173017,13.156423103804999,[2.79016665],[-5.58983627],[-0.38860749],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-3.07149472],21.894756303408663,-21.894756303408663,[12.93990707],21.894756303408663,-21.894756303408663,[-6.3866609],21.894756303408663,-21.894756303408663,[-1.75495129],4.078619556458412,-4.078619556458412,[2.9748367],,,[-2.68246361],,
[-31.45931758],[-79.79005984],[18.87238212],-31.128386290107173,-72.22533209839825,13.153362801674724,[2.84059461],[-5.53979977],[-0.68850327],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-3.10231658],21.950671367901858,-21.950671367901858,[13.00115019],21.950671367901858,-21.950671367901858,[-6.44030183],21.950671367901858,-21.950671367901858,[-1.54109304],4.0841324031334985,-4.0841324031334985,[3.06215602],,,[-2.68204619],,
[-31.39289579],[-79.89877759],[18.86761512],-31.142988962762725,-72.29512944506634,13.15030249954445,[3.32108951],[-5.4358875],[-0.23835016],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-3.14861664],22.0067471364486,-22.0067471364486,[13.05990394],22.0067471364486,-22.0067471364486,[-6.48919423],22.0067471364486,-22.0067471364486,[-2.31500304],4.08963781847794,-4.08963781847794,[2.9376877],,,[-2.44462032],,
[-31.31881979],[-80.00151466],[18.86254108],-31.157591635418278,-72.36492679173442,13.147242197414176,[3.70379966],[-5.13685364],[-0.25370182],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-3.19945368],22.062983199548054,-22.062983199548054,[13.11976312],22.062983199548054,-22.062983199548054,[-6.53161008],22.062983199548054,-22.062983199548054,[-2.54185203],4.095135832463314,-4.095135832463314,[2.99295884],,,[-2.12079227],,
[-31.23948344],[-80.10130375],[18.85409991],-31.17219430807383,-72.4347241384025,13.144181895283902,[3.96681761],[-4.98945418],[-0.4220585],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-3.24713073],22.119379148373035,-22.119379148373035,[13.17836187],22.119379148373035,-22.119379148373035,[-6.57708581],22.119379148373035,-22.119379148373035,[-2.38385279],4.100626474860275,-4.100626474860275,[2.92993764],,,[-2.27378651],,
[-31.17324861],[-80.21122395],[18.8523162],-31.186796980729383,-72.50452148507058,13.141121593153628,[3.31174141],[-5.49601018],[-0.08918578],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-3.3027305],22.175934574790965,-22.175934574790965,[13.23559845],22.175934574790965,-22.175934574790965,[-6.62180947],22.175934574790965,-22.175934574790965,[-2.77998837],4.106109775240428,-4.106109775240428,[2.86182899],,,[-2.23618309],,
[-31.09934079],[-80.31745495],[18.84641225],-31.201399653384936,-72.57431883173867,13.138061291023353,[3.69539123],[-5.31155005],[-0.29519749],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-3.36220874],22.23264907138436,-22.23264907138436,[13.29374935],22.23264907138436,-22.23264907138436,[-6.66298386],22.23264907138436,-22.23264907138436,[-2.9739118],4.111585762978198,-4.111585762978198,[2.90754477],,,[-2.05871935],,
[-31.0245164],[-80.42216951],[18.8407477],-31.21600232604049,-72.64411617840675,13.13500098889308,[3.74121939],[-5.23572794],[-0.28322724],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-3.42279028],22.28952223147089,-22.28952223147089,[13.34953237],22.28952223147089,-22.28952223147089,[-6.70191402],22.28952223147089,-22.28952223147089,[-3.02907735],4.11705446725265,-4.11705446725265,[2.78915135],,,[-1.94650833],,
[-30.94839085],[-80.52481195],[18.82971319],-31.23060499869604,-72.71391352507483,13.131940686762805,[3.80627768],[-5.13212205],[-0.55172575],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-3.49290146],22.34655364912298,-22.34655364912298,[13.40227672],22.34655364912298,-22.34655364912298,[-6.73482279],22.34655364912298,-22.34655364912298,[-3.50555883],4.122515917049321,-4.122515917049321,[2.63721737],,,[-1.64543856],,
[-30.86836716],[-80.62221976],[18.81417527],-31.245207671351594,-72.78371087174291,13.12888038463253,[4.00118434],[-4.87039065],[-0.77689559],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-3.56537751],22.4037429191869,-22.4037429191869,[13.45293433],22.4037429191869,-22.4037429191869,[-6.77119121],22.4037429191869,-22.4037429191869,[-3.62380234],4.127970141161997,-4.127970141161997,[2.53288026],,,[-1.81842098],,
[-30.79193422],[-80.7225262],[18.79650927],-31.259810344007146,-72.853508218411,13.125820082502257,[3.82164724],[-5.01532201],[-0.88330014],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-3.63651129],22.461089637301477,-22.461089637301477,[13.50380549],22.461089637301477,-22.461089637301477,[-6.8085331],22.461089637301477,-22.461089637301477,[-3.5566889],4.133417168194495,-4.133417168194495,[2.54355836],,,[-1.86709438],,
[-30.71867518],[-80.8266763],[18.77555119],-31.2744130166627,-72.92330556507908,13.122759780371982,[3.66295178],[-5.20750494],[-1.04790394],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-3.70259258],22.518593399916334,-22.518593399916334,[13.55781543],22.518593399916334,-22.518593399916334,[-6.84238316],22.518593399916334,-22.518593399916334,[-3.30406495],4.138857026562406,-4.138857026562406,[2.70049668],,,[-1.69250294],,
[-30.64747011],[-80.93264406],[18.77262014],-31.28901568931825,-72.99310291174716,13.119699478241708,[3.56025336],[-5.29838789],[-0.14655277],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-3.75749911],22.5762538043097,-22.5762538043097,[13.61056828],22.5762538043097,-22.5762538043097,[-6.89120982],22.5762538043097,-22.5762538043097,[-2.74532645],4.144289744494827,-4.144289744494827,[2.63764268],,,[-2.44133288],,
[-30.57661516],[-81.03974706],[18.7708518],-31.303618361973804,-73.06290025841524,13.116639176111434,[3.54274744],[-5.35515003],[-0.08841698],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-3.80798241],22.634070448605794,-22.634070448605794,[13.66548636],22.634070448605794,-22.634070448605794,[-6.94087754],22.634070448605794,-22.634070448605794,[-2.52416487],4.149715350036072,-4.149715350036072,[2.74590402],,,[-2.48338611],,
[-30.50335767],[-81.14418192],[18.76085217],-31.318221034629357,-73.13269760508332,13.11357887398116,[3.66287482],[-5.22174301],[-0.49998156],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-3.86175818],22.69204293179177,-22.69204293179177,[13.72229109],22.69204293179177,-22.69204293179177,[-6.98325347],22.69204293179177,-22.69204293179177,[-2.68878854],4.155133871047358,-4.155133871047358,[2.84023666],,,[-2.11879641],,
[-30.43213243],[-81.2517395],[18.75825555],-31.33282370728491,-73.2024949517514,13.110518571850886,[3.56126213],[-5.37787904],[-0.12983071],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-3.91728826],22.750170853734282,-22.750170853734282,[13.78100609],22.750170853734282,-22.750170853734282,[-7.01543988],22.750170853734282,-22.750170853734282,[-2.77650373],4.160545335208474,-4.160545335208474,[2.93574974],,,[-1.60932071],,
[-30.35798006],[-81.35794264],[18.7528335],-31.34742637994046,-73.27229229841949,13.107458269720611,[3.70761805],[-5.31015694],[-0.27110285],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-3.96327245],22.80845381519558,-22.80845381519558,[13.84102606],22.80845381519558,-22.80845381519558,[-7.0485964],22.80845381519558,-22.80845381519558,[-2.29920988],4.165949770019436,-4.165949770019436,[3.00099866],,,[-1.65782595],,
[-30.27984876],[-81.45996337],[18.74141377],-31.362029052596014,-73.34208964508757,13.104397967590337,[3.90656545],[-5.10103674],[-0.57098604],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.00291212],22.866891417849253,-22.866891417849253,[13.90050281],22.866891417849253,-22.866891417849253,[-7.0898194],22.866891417849253,-22.866891417849253,[-1.9819835],4.17134720280211,-4.17134720280211,[2.97383722],,,[-2.06114998],,
[-30.19634017],[-81.55943344],[18.73948179],-31.376631725251567,-73.41188699175565,13.101337665460063,[4.17542918],[-4.97350337],[-0.09659905],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.04472781],22.92548326429554,-22.92548326429554,[13.95882993],22.92548326429554,-22.92548326429554,[-7.13202366],22.92548326429554,-22.92548326429554,[-2.0907844],4.176737660701829,-4.176737660701829,[2.91635634],,,[-2.11021294],,
[-30.11666525],[-81.65942973],[18.7463717],-31.39123439790712,-73.48168433842373,13.098277363329789,[3.98374605],[-4.99981423],[0.34449528],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.08828269],22.98422895807625,-22.98422895807625,[14.01454095],22.98422895807625,-22.98422895807625,[-7.17945997],22.98422895807625,-22.98422895807625,[-2.17774395],4.182121170688983,-4.182121170688983,[2.78555086],,,[-2.37181561],,
[-30.03720323],[-81.76135057],[18.75363814],-31.405837070562672,-73.55148168509182,13.095217061199515,[3.97310121],[-5.09604211],[0.36332183],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.13252366],23.043128103689313,-23.043128103689313,[14.07139798],23.043128103689313,-23.043128103689313,[-7.22887117],23.043128103689313,-23.043128103689313,[-2.21204838],4.187497759560594,-4.187497759560594,[2.84285134],,,[-2.47055993],,
[-29.96140765],[-81.86853605],[18.76230126],-31.420439743218225,-73.6212790317599,13.09215675906924,[3.78977888],[-5.35927391],[0.43315632],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.1872436],23.10218030660289,-23.10218030660289,[14.12703726],23.10218030660289,-23.10218030660289,[-7.27658979],23.10218030660289,-23.10218030660289,[-2.73599685],4.192867453941871,-4.192867453941871,[2.78196435],,,[-2.38593088],,
[-29.88551282],[-81.97247199],[18.77555539],-31.435042415873777,-73.69107637842798,13.089096456938966,[3.79474147],[-5.19679716],[0.66270641],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.25024055],23.16138517326919,-23.16138517326919,[14.17781856],23.16138517326919,-23.16138517326919,[-7.32816828],23.16138517326919,-23.16138517326919,[-3.14984765],4.198230280287753,-4.198230280287753,[2.53906473],,,[-2.57892469],,
[-29.80877051],[-82.07357257],[18.78562544],-31.44964508852933,-73.76087372509606,13.086036154808692,[3.83711555],[-5.05502892],[0.50350245],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.31954445],23.22074231113782,-23.22074231113782,[14.22746783],23.22074231113782,-23.22074231113782,[-7.37881877],23.22074231113782,-23.22074231113782,[-3.46519515],4.203586264884424,-4.203586264884424,[2.48246351],,,[-2.53252454],,
[-29.73582928],[-82.17665199],[18.79726153],-31.464247761184883,-73.83067107176414,13.082975852678418,[3.64706159],[-5.15397121],[0.58180464],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.38434161],23.280251328668847,-23.280251328668847,[14.28191951],23.280251328668847,-23.280251328668847,[-7.42470137],23.280251328668847,-23.280251328668847,[-3.23985785],4.20893543385082,-4.20893543385082,[2.7225843],,,[-2.29412999],,
[-29.66378889],[-82.27720242],[18.81252609],-31.478850433840435,-73.90046841843223,13.079915550548144,[3.60201956],[-5.02752141],[0.76322768],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.44871026],23.33991183534544,-23.33991183534544,[14.33521961],23.33991183534544,-23.33991183534544,[-7.47040997],23.33991183534544,-23.33991183534544,[-3.21843253],4.214277813140109,-4.214277813140109,[2.66500484],,,[-2.28543009],,
[-29.59670428],[-82.37918252],[18.83224297],-31.493453106495988,-73.97026576510031,13.07685524841787,[3.35423047],[-5.09900474],[0.98584398],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.50820624],23.39972344168618,-23.39972344168618,[14.3915856],23.39972344168618,-23.39972344168618,[-7.51253029],23.39972344168618,-23.39972344168618,[-2.97479887],4.219613428541172,-4.219613428541172,[2.81829956],,,[-2.10601598],,
[-29.52364434],[-82.47898209],[18.854537],-31.50805577915154,-74.04006311176839,13.073794946287595,[3.65299668],[-4.98997872],[1.11470197],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.54905171],23.459685759257013,-23.459685759257013,[14.45322267],23.459685759257013,-23.459685759257013,[-7.55322968],23.459685759257013,-23.459685759257013,[-2.04227348],4.224942305680042,-4.224942305680042,[3.08185332],,,[-2.03496904],,
[-29.4490914],[-82.57962006],[18.8812483],-31.522658451807093,-74.10986045843647,13.070734644157321,[3.72764706],[-5.03189852],[1.33556474],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.58484635],23.51979840068286,-23.51979840068286,[14.51432279],23.51979840068286,-23.51979840068286,[-7.5993025],23.51979840068286,-23.51979840068286,[-1.78973219],4.230264470021346,-4.230264470021346,[3.05500624],,,[-2.30364124],,
[-29.37474257],[-82.68325199],[18.90924974],-31.537261124462646,-74.17965780510455,13.067674342027047,[3.71744142],[-5.18159652],[1.40007189],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.62294631],23.58006097965887,-23.58006097965887,[14.57537942],23.58006097965887,-23.58006097965887,[-7.64918796],23.58006097965887,-23.58006097965887,[-1.90499808],4.23557994686973,-4.23557994686973,[3.05283115],,,[-2.49427289],,
[-29.29963046],[-82.78447508],[18.94208179],-31.551863797118198,-74.24945515177264,13.064614039896773,[3.75560585],[-5.0611544],[1.64160287],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.66093256],23.640473110961352,-23.640473110961352,[14.63694677],23.640473110961352,-23.640473110961352,[-7.69974431],23.640473110961352,-23.640473110961352,[-1.89931228],4.2408887613712505,-4.2408887613712505,[3.07836752],,,[-2.52781777],,
[-29.22524868],[-82.88877725],[18.9697988],-31.56646646977375,-74.31925249844072,13.061553737766499,[3.71908895],[-5.21510861],[1.38585019],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.69201775],23.701034410458366,-23.701034410458366,[14.69735869],23.701034410458366,-23.701034410458366,[-7.7547427],23.701034410458366,-23.701034410458366,[-1.55425944],4.246190938514775,-4.246190938514775,[3.02059599],,,[-2.74991925],,
[-29.15359502],[-82.99407366],[18.99596945],-31.581069142429303,-74.3890498451088,13.058493435636224,[3.58268304],[-5.26482063],[1.30853271],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.72224895],23.76174449512,-23.76174449512,[14.75996386],23.76174449512,-23.76174449512,[-7.80659568],23.76174449512,-23.76174449512,[-1.5115604],4.251486503133343,-4.251486503133343,[3.13025863],,,[-2.59264889],,
[-29.08560249],[-83.10310039],[19.02552792],-31.595671815084856,-74.45884719177688,13.05543313350595,[3.3996261],[-5.45133631],[1.47792314],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.74797214],23.82260298302829,-23.82260298302829,[14.82622972],23.82260298302829,-23.82260298302829,[-7.85664024],23.82260298302829,-23.82260298302829,[-1.28615948],4.256775479905532,-4.256775479905532,[3.31329281],,,[-2.50222814],,
[-29.00756294],[-83.20362288],[19.0603917],-31.61027448774041,-74.52864453844496,13.052372831375676,[3.90197779],[-5.02612448],[1.74318941],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.76605444],23.88360949338689,-23.88360949338689,[14.89300913],23.88360949338689,-23.88360949338689,[-7.90737183],23.88360949338689,-23.88360949338689,[-0.90411458],4.262057893356797,-4.262057893356797,[3.33897055],,,[-2.53657957],,
[-28.93678305],[-83.31183374],[19.09795941],-31.62487716039596,-74.59844188511305,13.049312529245402,[3.53899461],[-5.41054307],[1.87838534],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.791003],23.94476364653035,-23.94476364653035,[14.95918295],23.94476364653035,-23.94476364653035,[-7.95681961],23.94476364653035,-23.94476364653035,[-1.24742824],4.267333767860791,-4.267333767860791,[3.30869115],,,[-2.47238897],,
[-28.86301397],[-83.42211943],[19.12638203],-31.639479833051514,-74.66823923178113,13.046252227115128,[3.68845387],[-5.51428438],[1.42113107],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.81144829],24.00606506393315,-24.00606506393315,[15.02498556],24.00606506393315,-24.00606506393315,[-8.00956184],24.00606506393315,-24.00606506393315,[-1.02226472],4.272603127640687,-4.272603127640687,[3.2901306],,,[-2.63711167],,
[-28.78671523],[-83.53275263],[19.15276004],-31.654082505707066,-74.73803657844921,13.043191924984853,[3.81493694],[-5.53166022],[1.31890032],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.84496249],24.067513368218385,-24.067513368218385,[15.08932055],24.067513368218385,-24.067513368218385,[-8.06584855],24.067513368218385,-24.067513368218385,[-1.67571002],4.277865996770466,-4.277865996770466,[3.21674954],,,[-2.81433551],,
[-28.70982197],[-83.64282176],[19.17602333],-31.66868517836262,-74.8078339251173,13.04013162285458,[3.84466304],[-5.50345614],[1.16316444],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.87897776],24.12910818316622,-24.12910818316622,[15.15021003],24.12910818316622,-24.12910818316622,[-8.12522558],24.12910818316622,-24.12910818316622,[-1.70076334],4.283122399176211,-4.283122399176211,[3.04447398],,,[-2.96885118],,
[-28.62728051],[-83.74805548],[19.20044492],-31.68328785101817,-74.87763127178538,13.037071320724305,[4.12707271],[-5.26168619],[1.22107971],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.91503942],24.190849133721958,-24.190849133721958,[15.21247018],24.190849133721958,-24.190849133721958,[-8.18363639],24.190849133721958,-24.190849133721958,[-1.80308279],4.288372358637362,-4.288372358637362,[3.11300731],,,[-2.92054077],,
[-28.54918286],[-83.85638021],[19.23259207],-31.697890523673724,-74.94742861845346,13.03401101859403,[3.9048829],[-5.41623658],[1.60735732],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.94507699],24.252735846003905,-24.252735846003905,[15.2736923],24.252735846003905,-24.252735846003905,[-8.2488183],24.252735846003905,-24.252735846003905,[-1.50187871],4.293615898787987,-4.293615898787987,[3.06110605],,,[-3.25909546],,
[-28.48185507],[-83.97072338],[19.2666273],-31.712493196329277,-75.01722596512154,13.030950716463757,[3.36638955],[-5.71715841],[1.70176165],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-4.97607543],24.314767947310912,-24.314767947310912,[15.33703781],24.314767947310912,-24.314767947310912,[-8.30501008],24.314767947310912,-24.314767947310912,[-1.54992213],4.29885304311801,-4.29885304311801,[3.16727531],,,[-2.80958897],,
[-28.41747683],[-84.09012202],[19.29534045],-31.72709586898483,-75.08702331178962,13.027890414333482,[3.21891164],[-5.96993181],[1.43565768],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-5.00411174],24.37694506612965,-24.37694506612965,[15.39937851],24.37694506612965,-24.37694506612965,[-8.3632114],24.37694506612965,-24.37694506612965,[-1.40181543],4.304083814974446,-4.304083814974446,[3.11703498],,,[-2.91006578],,
[-28.35626022],[-84.21182822],[19.32209579],-31.741698541640382,-75.1568206584577,13.024830112203208,[3.06083042],[-6.08531012],[1.33776695],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-5.03411175],24.4392668321416,-24.4392668321416,[15.4651128],24.4392668321416,-24.4392668321416,[-8.41557976],24.4392668321416,-24.4392668321416,[-1.50000036],4.30930823756261,-4.30930823756261,[3.28671494],,,[-2.61841832],,
[-28.28827827],[-84.33252866],[19.33916369],-31.756301214295934,-75.22661800512579,13.021769810072934,[3.39909749],[-6.03502226],[0.85339498],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-5.06709889],24.501732876229774,-24.501732876229774,[15.5322383],24.501732876229774,-24.501732876229774,[-8.46065411],24.501732876229774,-24.501732876229774,[-1.64935722],4.314526333947327,-4.314526333947327,[3.35627457],,,[-2.25371746],,
[-28.22338579],[-84.45452829],[19.34976245],-31.770903886951487,-75.29641535179387,13.01870950794266,[3.24462406],[-6.09998126],[0.52993807],-0.730133632777542,-3.489867333403997,-0.15301510651371653,[-5.08342456],24.564342830485216,-24.564342830485216,[15.59800857],24.564342830485216,-24.564342830485216,[-8.50499079],24.564342830485216,-24.564342830485216,[-0.81628342],4.319738127054112,-4.319738127054112,[3.28851355],,,[-2.21683391],,
[-28.16669361],[-84.57892525],[19.37608493],-35.208312697806754,-78.75924058941459,17.754199241556158,[2.83460931],[-6.21984812],[1.31612394],-1.1666585433316223,-3.9225944984267387,0.4513121755441116,[-8.52234084],21.603521092531246,-21.603521092531246,[12.26895381],21.603521092531246,-21.603521092531246,[-3.81428379],21.603521092531246,-21.603521092531246,[-1.24203189],4.05358982944672,-4.05358982944672,[2.76592978],,,[-1.78782466],,
[-28.11881096],[-84.70591849],[19.41123084],-35.23164586867339,-78.83769247938312,17.76322548506704,[2.39413258],[-6.34966183],[1.75729524],-1.1666585433316223,-3.9225944984267387,0.4513121755441116,[-8.54340979],21.658716880158213,-21.658716880158213,[12.32546285],21.658716880158213,-21.658716880158213,[-3.84398036],21.658716880158213,-21.658716880158213,[-1.05344741],4.059136669957528,-4.059136669957528,[2.82545174],,,[-1.48482842],,
[-28.08336175],[-84.83498461],[19.44763038],-35.254979039540025,-78.91614436935166,17.77225172857792,[1.77246038],[-6.45330627],[1.81997693],-1.1666585433316223,-3.9225944984267387,0.4513121755441116,[-8.56050631],21.71407546884422,-21.71407546884422,[12.38104331],21.71407546884422,-21.71407546884422,[-3.87680658],21.71407546884422,-21.71407546884422,[-0.85482587],4.064675941006108,-4.064675941006108,[2.77902289],,,[-1.6413107],,
[-28.06278525],[-84.96614774],[19.49249504],-35.27831221040666,-78.99459625932019,17.7812779720888,[1.02882465],[-6.55815621],[2.24323298],-1.1666585433316223,-3.9225944984267387,0.4513121755441116,[-8.57607539],21.76959644345478,-21.76959644345478,[12.43805308],21.76959644345478,-21.76959644345478,[-3.90762185],21.76959644345478,-21.76959644345478,[-0.77845436],4.070207673497004,-4.070207673497004,[2.85048844],,,[-1.54076395],,
[-28.0422889],[-85.09544182],[19.54308401],-35.301645381273296,-79.07304814928872,17.790304215599683,[1.02481766],[-6.46470403],[2.5294485],-1.1666585433316223,-3.9225944984267387,0.4513121755441116,[-8.5916914],21.825279389448827,-21.825279389448827,[12.49662778],21.825279389448827,-21.825279389448827,[-3.93064819],21.825279389448827,-21.825279389448827,[-0.7808003],4.075731898125033,-4.075731898125033,[2.92873519],,,[-1.15131652],,
[-28.02606971],[-85.22648229],[19.59366463],-35.32497855213993,-79.15150003925726,17.799330459110564,[0.81095941],[-6.55202336],[2.52903108],-1.1666585433316223,-3.9225944984267387,0.4513121755441116,[-8.59871716],21.88112389290196,-21.88112389290196,[12.55596657],21.88112389290196,-21.88112389290196,[-3.94738593],21.88112389290196,-21.88112389290196,[-0.351288],4.081248645377281,-4.081248645377281,[2.9669395],,,[-0.83688712],,
[-27.99437233],[-85.35503339],[19.63949673],-35.34831172300657,-79.22995192922579,17.808356702621445,[1.58486941],[-6.42755504],[2.29160521],-1.1666585433316223,-3.9225944984267387,0.4513121755441116,[-8.61171351],21.9371295405291,-21.9371295405291,[12.61796521],21.9371295405291,-21.9371295405291,[-3.96028832],21.9371295405291,-21.9371295405291,[-0.64981755],4.086757945535053,-4.086757945535053,[3.09993183],,,[-0.64511945],,
[-27.95813796],[-85.48468991],[19.67885228],-35.3716448938732,-79.30840381919433,17.817382946132327,[1.81171839],[-6.48282617],[1.96777716],-1.1666585433316223,-3.9225944984267387,0.4513121755441116,[-8.62902844],21.993295919706718,-21.993295919706718,[12.68023348],21.993295919706718,-21.993295919706718,[-3.98267161],21.993295919706718,-21.993295919706718,[-0.86574654],4.092259828675824,-4.092259828675824,[3.11341349],,,[-1.11916473],,
